Nazwa miejscowości ;Rodzaj;Województwo
Sygneczów;wieś;małopolskie
Sygontka;wieś;śląskie
Sykuła;wieś;kujawsko-pomorskie
Sylczno;wieś;pomorskie
Sylwerynów;wieś;łódzkie
Symonia;wieś;łódzkie
Synkowce;wieś;podlaskie
Synogać;wieś;wielkopolskie
Sypanica;wieś;pomorskie
Sypień;wieś;łódzkie
Sypin;wieś;łódzkie
Sypitki;wieś;warmińsko-mazurskie
Sypnie Nowe;wieś;podlaskie
Sypniewko;wieś;wielkopolskie
Sypniewo;wieś;kujawsko-pomorskie
Sypniewo;wieś;mazowieckie
Sypniewo;wieś;wielkopolskie
Sypniewo;część miasta Poznań;wielkopolskie
Sypniewo;wieś;wielkopolskie
Sypów;wieś;świętokrzyskie
Syrkowice;wieś;zachodniopomorskie
Syry;wieś;lubelskie
Syrynia;wieś;śląskie
Syski;wieś;łódzkie
Syski;wieś;łódzkie
Sytki;wieś;podlaskie
Sytkowo;część miasta Poznań;wielkopolskie
Szabda;wieś;kujawsko-pomorskie
Szabelnia;część miasta Mysłowice;śląskie
Szabelnia;wieś;świętokrzyskie
Szablak;wieś;podlaskie
Szablaki;wieś;podlaskie
Szabły Młode;wieś;podlaskie
Szachy;wieś;lubelskie
Szaciłówka;wieś;podlaskie
Szaciły;wieś;podlaskie
Szaciły;wieś;podlaskie
Szaciły;wieś;podlaskie
Szadek;miasto;łódzkie
Szadek;wieś;wielkopolskie
Szadek;wieś;wielkopolskie
Szadek Poduchowny;część miasta Szadek;łódzkie
Szadki;wieś;mazowieckie
Szadkowice;wieś;łódzkie
Szadkowice;wieś;łódzkie
Szadkowice-Kolonia;wieś;łódzkie
Szadkowice-Ogrodzim;wieś;łódzkie
Szadkówek;wieś;mazowieckie
Szadłowice;wieś;kujawsko-pomorskie
Szadok;część miasta Katowice;śląskie
Szadółki;część miasta Gdańsk;pomorskie
Szadów Księży;wieś;wielkopolskie
Szadów Pański;wieś;wielkopolskie
Szadurczyce;wieś;opolskie
Szadzko;wieś;zachodniopomorskie
Szafarczyska;wieś;mazowieckie
Szafarnia;wieś;kujawsko-pomorskie
Szafarnia;wieś;mazowieckie
Szafarnia;wieś;warmińsko-mazurskie
Szaflary;wieś;małopolskie
Szafranki;wieś;mazowieckie
Szafranki;wieś;podlaskie
Szafranki;wieś;podlaskie
Szafranki;wieś;podlaskie
Szafranów;wieś;podkarpackie
Szajbówka;część miasta Przemyśl;podkarpackie
Szajerówka;część miasta Rzeszów;podkarpackie
Szalejów Dolny;wieś;dolnośląskie
Szalejów Górny;wieś;dolnośląskie
Szaleniec;wieś;pomorskie
Szalenik;wieś;lubelskie
Szalenik-Kolonia;wieś;lubelskie
Szalonka;wieś;wielkopolskie
Szalonki;wieś;kujawsko-pomorskie
Szalowa;wieś;małopolskie
Szałamaje;wieś;pomorskie
Szałas;wieś;świętokrzyskie
Szałas;wieś;świętokrzyskie
Szałasowizna;część miasta Dąbrowa Górnicza;śląskie
Szałe;wieś;wielkopolskie
Szałkowo;wieś;warmińsko-mazurskie
Szałstry;wieś;warmińsko-mazurskie
Szałsza;wieś;śląskie
Szamarzewo;wieś;wielkopolskie
Szamocin;część miasta Warszawa;mazowieckie
Szamocin;wieś;mazowieckie
Szamocin;miasto;wielkopolskie
Szamotuły;miasto;wielkopolskie
Szamotuły-Zamek;część miasta Szamotuły;wielkopolskie
Szamoty;wieś;mazowieckie
Szamoty;wieś;wielkopolskie
Szamów;wieś;łódzkie
Szaniawy-Matysy;wieś;lubelskie
Szaniawy-Poniaty;wieś;lubelskie
Szaniec;wieś;świętokrzyskie
Szańków;wieś;mazowieckie
Szapsk;wieś;mazowieckie
Szaradowo;wieś;kujawsko-pomorskie
Szarajówka;wieś;lubelskie
Szarbia;wieś;małopolskie
Szarbia Zwierzyniecka;wieś;świętokrzyskie
Szarbków;wieś;świętokrzyskie
Szarbsko;wieś;łódzkie
Szarcz;wieś;lubuskie
Szare;wieś;śląskie
Szarejki;wieś;warmińsko-mazurskie
Szarejki;wieś;warmińsko-mazurskie
Szarglew;wieś;mazowieckie
Szarka;część miasta Chojna;zachodniopomorskie
Szarki;część miasta Mszana Dolna;małopolskie
Szarki;wieś;śląskie
Szarki;wieś;warmińsko-mazurskie
Szarki;wieś;wielkopolskie
Szarkówka;wieś;małopolskie
Szarlej;część miasta Piekary Śląskie;śląskie
Szarlejka;wieś;śląskie
Szarlociniec;część miasta Chorzów;śląskie
Szarłat;wieś;mazowieckie
Szarłata;wieś;pomorskie
Szarłatów;wieś;wielkopolskie
Szarnoś;wieś;kujawsko-pomorskie
Szarocin;wieś;dolnośląskie
Szarowola;wieś;lubelskie
Szarów;wieś;łódzkie
Szarów;wieś;małopolskie
Szaruty;wieś;mazowieckie
Szarwark;wieś;małopolskie
Szarysz;część miasta Słomniki;małopolskie
Szarzewo;część miasta Lipno;kujawsko-pomorskie
Szastały;wieś;podlaskie
Szastarka;wieś;lubelskie
Szasty;wieś;mazowieckie
Szaszorowice;wieś;dolnośląskie
Szatan;część miasta Kielce;świętokrzyskie
Szatanówka;część miasta Dąbrowa Górnicza;śląskie
Szatarpy;wieś;pomorskie
Szatki;wieś;kujawsko-pomorskie
Szatonia;część miasta Aleksandrów Łódzki;łódzkie
Szaty Wielkie;wieś;warmińsko-mazurskie
Szawły;wieś;mazowieckie
Sząbruk;wieś;warmińsko-mazurskie
Szczaki;wieś;mazowieckie
Szczakowa;część miasta Jaworzno;śląskie
Szczałb;wieś;lubelskie
Szczałba;część miasta Żywiec;śląskie
Szczaniec;wieś;lubuskie
Szczawa;wieś;małopolskie
Szczawienko;część miasta Wałbrzych;dolnośląskie
Szczawin;wieś;dolnośląskie
Szczawin;wieś;łódzkie
Szczawin;wieś;mazowieckie
Szczawin;wieś;mazowieckie
Szczawin Borowy-Kolonia;wieś;mazowieckie
Szczawin Borowy-Wieś;wieś;mazowieckie
Szczawin Kościelny;wieś;mazowieckie
Szczawina;wieś;dolnośląskie
Szczawinek;wieś;mazowieckie
Szczawne;wieś;podkarpackie
Szczawnica;miasto;małopolskie
Szczawnica Nyżna;część miasta Szczawnica;małopolskie
Szczawnica Wyżna;część miasta Szczawnica;małopolskie
Szczawnik;wieś;małopolskie
Szczawno;wieś;kujawsko-pomorskie
Szczawno;wieś;lubuskie
Szczawno;wieś;łódzkie
Szczawno;część miasta Wałbrzych;dolnośląskie
Szczawno Rzeczyckie;wieś;łódzkie
Szczawno-Zdrój;miasto;dolnośląskie
Szczaworyż;wieś;świętokrzyskie
Szczeberka;wieś;podlaskie
Szczeblotowo;wieś;kujawsko-pomorskie
Szczebra;wieś;podlaskie
Szczebrzeszyn;miasto;lubelskie
Szczebrzusz;wieś;świętokrzyskie
Szczechowo;wieś;mazowieckie
Szczechy Małe;wieś;warmińsko-mazurskie
Szczechy Wielkie;wieś;warmińsko-mazurskie
Szczecin;wieś;kujawsko-pomorskie
Szczecin;wieś;łódzkie
Szczecin;miasto;zachodniopomorskie
Szczecinek;miasto;zachodniopomorskie
Szczecinki;wieś;warmińsko-mazurskie
Szczecinowo;wieś;warmińsko-mazurskie
Szczecno;wieś;świętokrzyskie
Szczecyn;wieś;lubelskie
Szczedrzyk;wieś;opolskie
Szczedrzykowice;wieś;dolnośląskie
Szczeglacin;wieś;mazowieckie
Szczeglice;wieś;świętokrzyskie
Szczeglin;wieś;kujawsko-pomorskie
Szczeglin;wieś;świętokrzyskie
Szczeglin Poduchowny;wieś;mazowieckie
Szczeglino;wieś;zachodniopomorskie
Szczeglino Nowe;wieś;zachodniopomorskie
Szczejkowice;wieś;śląskie
Szczeka;wieś;świętokrzyskie
Szczekanica;część miasta Piotrków Trybunalski;łódzkie
Szczekarków;wieś;lubelskie
Szczekarków;wieś;lubelskie
Szczekarzewo;wieś;kujawsko-pomorskie
Szczekarzów;wieś;świętokrzyskie
Szczekociny;miasto;śląskie
Szczelatyn;wieś;lubelskie
Szczenurze;wieś;pomorskie
Szczepanek;wieś;mazowieckie
Szczepanek;wieś;opolskie
Szczepanki;wieś;kujawsko-pomorskie
Szczepanki;wieś;kujawsko-pomorskie
Szczepanki;wieś;kujawsko-pomorskie
Szczepanki;wieś;mazowieckie
Szczepanki;wieś;warmińsko-mazurskie
Szczepankowice;wieś;dolnośląskie
Szczepankowo;wieś;kujawsko-pomorskie
Szczepankowo;wieś;podlaskie
Szczepankowo;wieś;warmińsko-mazurskie
Szczepankowo;wieś;warmińsko-mazurskie
Szczepankowo;wieś;warmińsko-mazurskie
Szczepankowo;część miasta Poznań;wielkopolskie
Szczepankowo;wieś;wielkopolskie
Szczepanowice;wieś;łódzkie
Szczepanowice;wieś;małopolskie
Szczepanowice;wieś;małopolskie
Szczepanowice;wieś;małopolskie
Szczepanowice;część miasta Opole;opolskie
Szczepanowice;część miasta Niemodlin;opolskie
Szczepanowo;wieś;kujawsko-pomorskie
Szczepanów;wieś;dolnośląskie
Szczepanów;wieś;dolnośląskie
Szczepanów;wieś;dolnośląskie
Szczepanów;wieś;lubuskie
Szczepanów;wieś;małopolskie
Szczepanów;wieś;świętokrzyskie
Szczepanów;wieś;wielkopolskie
Szczepany;wieś;łódzkie
Szczepany;wieś;podlaskie
Szczepańcowa;wieś;podkarpackie
Szczepiatyn;wieś;lubelskie
Szczepice;wieś;kujawsko-pomorskie
Szczepidło;wieś;wielkopolskie
Szczepki;wieś;podlaskie
Szczepkowo;wieś;mazowieckie
Szczepkowo Borowe;wieś;warmińsko-mazurskie
Szczepkowo-Giewarty;wieś;warmińsko-mazurskie
Szczepkowo-Iwany;wieś;warmińsko-mazurskie
Szczepkowo-Pawełki;wieś;warmińsko-mazurskie
Szczepkowo-Zalesie;wieś;warmińsko-mazurskie
Szczepocice Prywatne;wieś;łódzkie
Szczepocice Rządowe;wieś;łódzkie
Szczepowice;wieś;wielkopolskie
Szczerbak;część miasta Muszyna;małopolskie
Szczerbaków;wieś;świętokrzyskie
Szczerbanówka;wieś;podkarpackie
Szczerbice;wieś;śląskie
Szczerbięcin;wieś;pomorskie
Szczerbin;wieś;wielkopolskie
Szczerby;wieś;kujawsko-pomorskie
Szczercowska Wieś;wieś;łódzkie
Szczerców;wieś;łódzkie
Szczereż;wieś;małopolskie
Szczerki;wieś;łódzkie
Szczerkowo;wieś;wielkopolskie
Szczerosługi;wieś;kujawsko-pomorskie
Szczerzbowo;wieś;warmińsko-mazurskie
Szczesie;wieś;łódzkie
Szcześniki;wieś;lubelskie
Szczęsna;wieś;mazowieckie
Szczęsne;wieś;mazowieckie
Szczęsne;wieś;warmińsko-mazurskie
Szczęsnowicze;wieś;podlaskie
Szczęście;wieś;mazowieckie
Szczęśliwice;część miasta Warszawa;mazowieckie
Szczkowo;wieś;kujawsko-pomorskie
Szczkówek;wieś;kujawsko-pomorskie
Szczodre;wieś;dolnośląskie
Szczodrkowice;wieś;małopolskie
Szczodrochowo;wieś;wielkopolskie
Szczodrochowo;wieś;wielkopolskie
Szczodrowice;wieś;dolnośląskie
Szczodrowo;wieś;pomorskie
Szczodrowo;wieś;wielkopolskie
Szczodrów;wieś;dolnośląskie
Szczodruchy;wieś;podlaskie
Szczodruchy;wieś;podlaskie
Szczodrzejewo;wieś;wielkopolskie
Szczonów;wieś;wielkopolskie
Szczotki;część miasta Brzeszcze;małopolskie
Szczotki;część miasta Gorzów Śląski;opolskie
Szczotki;część miasta Jaworzno;śląskie
Szczotkowice;wieś;świętokrzyskie
Szczucice;wieś;świętokrzyskie
Szczucin;miasto;małopolskie
Szczuczarz;wieś;zachodniopomorskie
Szczuczki;wieś;lubelskie
Szczuczki VI Kolonia;wieś;lubelskie
Szczuczyn;miasto;podlaskie
Szczuczyn;wieś;wielkopolskie
Szczudłów;wieś;łódzkie
Szczudły;wieś;warmińsko-mazurskie
Szczuka;wieś;kujawsko-pomorskie
Szczuki;wieś;łódzkie
Szczuki;wieś;mazowieckie
Szczuki;wieś;podlaskie
Szczukocice;wieś;łódzkie
Szczukowice;wieś;świętokrzyskie
Szczukowskie Górki;wieś;świętokrzyskie
Szczukwin;wieś;łódzkie
Szczuplinki;wieś;kujawsko-pomorskie
Szczurawice;wieś;wielkopolskie
Szczurkowo;wieś;warmińsko-mazurskie
Szczurowa;wieś;małopolskie
Szczurów;wieś;mazowieckie
Szczury;wieś;wielkopolskie
Szczurzyn;część miasta Ciechanów;mazowieckie
Szczurzynek;część miasta Ciechanów;mazowieckie
Szczutki;wieś;kujawsko-pomorskie
Szczutkowo;wieś;kujawsko-pomorskie
Szczutków;wieś;podkarpackie
Szczutowo;wieś;kujawsko-pomorskie
Szczutowo;wieś;kujawsko-pomorskie
Szczutowo;wieś;mazowieckie
Szczybały Giżyckie;wieś;warmińsko-mazurskie
Szczybały Orłowskie;wieś;warmińsko-mazurskie
Szczycienko;wieś;zachodniopomorskie
Szczycionek;wieś;warmińsko-mazurskie
Szczygieł;część miasta Radom;mazowieckie
Szczyglice;wieś;dolnośląskie
Szczyglice;wieś;małopolskie
Szczygliczka;część miasta Ostrów Wielkopolski;wielkopolskie
Szczygłowice;część miasta Knurów;śląskie
Szczygłów;wieś;małopolskie
Szczygły Dolne;wieś;lubelskie
Szczygły Górne;wieś;lubelskie
Szczypiec;wieś;świętokrzyskie
Szczypiornia;wieś;mazowieckie
Szczypiorno;wieś;mazowieckie
Szczypiorno;część miasta Kalisz;wielkopolskie
Szczypkowice;wieś;pomorskie
Szczyrk;miasto;śląskie
Szczyrk Dolny;część miasta Szczyrk;śląskie
Szczyrk Górny;część miasta Szczyrk;śląskie
Szczyrzyc;wieś;małopolskie
Szczyt;wieś;łódzkie
Szczytkowice;wieś;dolnośląskie
Szczytna;miasto;dolnośląskie
Szczytna;wieś;podkarpackie
Szczytnica;wieś;dolnośląskie
Szczytnik;część miasta Szczytna;dolnośląskie
Szczytnik;wieś;mazowieckie
Szczytniki;wieś;małopolskie
Szczytniki;wieś;małopolskie
Szczytniki;wieś;mazowieckie
Szczytniki;wieś;świętokrzyskie
Szczytniki;wieś;świętokrzyskie
Szczytniki;wieś;świętokrzyskie
Szczytniki;wieś;wielkopolskie
Szczytniki;wieś;wielkopolskie
Szczytniki;wieś;zachodniopomorskie
Szczytniki;część miasta Świdwin;zachodniopomorskie
Szczytniki Czerniejewskie;wieś;wielkopolskie
Szczytniki Duchowne;wieś;wielkopolskie
Szczytniki nad Kaczawą;wieś;dolnośląskie
Szczytniki-Kolonia;wieś;małopolskie
Szczytno;wieś;kujawsko-pomorskie
Szczytno;wieś;mazowieckie
Szczytno;wieś;mazowieckie
Szczytno;wieś;mazowieckie
Szczytno;miasto;warmińsko-mazurskie
Szczytno;wieś;wielkopolskie
Szczytów;część miasta Pieszyce;dolnośląskie
Szczytów;wieś;łódzkie
Szczyty;wieś;łódzkie
Szczyty;wieś;łódzkie
Szczyty;wieś;mazowieckie
Szczyty;wieś;opolskie
Szczyty-Dzięciołowo;wieś;podlaskie
Szczyty-Nowodwory;wieś;podlaskie
Szebnie;wieś;podkarpackie
Szedziec;wieś;dolnośląskie
Szeląg;część miasta Poznań;wielkopolskie
Szelechy;część miasta Szczebrzeszyn;lubelskie
Szelejewo;wieś;kujawsko-pomorskie
Szelejewo Pierwsze;wieś;wielkopolskie
Szelewo;wieś;pomorskie
Szeliga;wieś;podkarpackie
Szeligi;wieś;mazowieckie
Szeligi;wieś;mazowieckie
Szeligi;wieś;mazowieckie
Szeligi;wieś;świętokrzyskie
Szeligi;wieś;warmińsko-mazurskie
Szeligi-Leśnica;wieś;podlaskie
Szeligowo;wieś;zachodniopomorskie
Szembekowo;wieś;kujawsko-pomorskie
Szemborowo;wieś;wielkopolskie
Szembory;wieś;mazowieckie
Szembrowizna;część miasta Węgrów;mazowieckie
Szembruczek;wieś;kujawsko-pomorskie
Szembruk;wieś;kujawsko-pomorskie
Szemplino Czarne;wieś;warmińsko-mazurskie
Szemplino Wielkie;wieś;warmińsko-mazurskie
Szemrowice;wieś;opolskie
Szemud;wieś;pomorskie
Szemudzka Huta;wieś;pomorskie
Szenajda;wieś;pomorskie
Szendery;część miasta Biała Podlaska;lubelskie
Szepietowo;miasto;podlaskie
Szepietowo Podleśne;wieś;podlaskie
Szepietowo-Janówka;wieś;podlaskie
Szepietowo-Wawrzyńce;wieś;podlaskie
Szepietowo-Żaki;wieś;podlaskie
Szeplerzyzna;wieś;warmińsko-mazurskie
Szerenosy;wieś;podlaskie
Szernie;wieś;podlaskie
Szeroka;część miasta Jastrzębie-Zdrój;śląskie
Szeroka Polana;część miasta Piwniczna-Zdrój;małopolskie
Szeroki Bór;wieś;warmińsko-mazurskie
Szeroki Bór Piski;wieś;warmińsko-mazurskie
Szeroki Kamień;wieś;kujawsko-pomorskie
Szerokie;wieś;lubelskie
Szerokopas;wieś;kujawsko-pomorskie
Szerokopaś;wieś;warmińsko-mazurskie
Szeromin;wieś;mazowieckie
Szerominek;wieś;mazowieckie
Szerszenie;wieś;podlaskie
Szerszeniówka;część miasta Piwniczna-Zdrój;małopolskie
Szerzawy;wieś;kujawsko-pomorskie
Szerzawy;wieś;świętokrzyskie
Szerzyny;wieś;małopolskie
Szestno;wieś;warmińsko-mazurskie
Szeszki;wieś;warmińsko-mazurskie
Szeszki;wieś;warmińsko-mazurskie
Szeszupka;wieś;podlaskie
Szeszyły;wieś;podlaskie
Sześciwłóki;wieś;podlaskie
Szetlew;wieś;wielkopolskie
Szetlewek;wieś;wielkopolskie
Szewa;wieś;kujawsko-pomorskie
Szewce;wieś;dolnośląskie
Szewce;wieś;kujawsko-pomorskie
Szewce;wieś;lubelskie
Szewce;wieś;mazowieckie
Szewce;część miasta Gdańsk;pomorskie
Szewce;wieś;świętokrzyskie
Szewce;wieś;świętokrzyskie
Szewce;wieś;wielkopolskie
Szewce;wieś;wielkopolskie
Szewce Nadolne;wieś;łódzkie
Szewce Nagórne;wieś;łódzkie
Szewce Owsiane;wieś;łódzkie
Szewce-Walentyna;wieś;łódzkie
Szewcula;część miasta Szczyrk;śląskie
Szewczykówka;część miasta Krosno;podkarpackie
Szewna;wieś;świętokrzyskie
Szewnia Dolna;wieś;lubelskie
Szewnia Górna;wieś;lubelskie
Szewnica;wieś;mazowieckie
Szewno;wieś;kujawsko-pomorskie
Szewo;wieś;kujawsko-pomorskie
Szkarada;wieś;mazowieckie
Szkaradowo;wieś;wielkopolskie
Szklana;wieś;małopolskie
Szklana;wieś;pomorskie
Szklana Góra;część miasta Szczytna;dolnośląskie
Szklana Góra;część miasta Sanok;podkarpackie
Szklana Huta;wieś;łódzkie
Szklana Huta;wieś;pomorskie
Szklanów;wieś;świętokrzyskie
Szklanówka;część miasta Mszana Dolna;małopolskie
Szklarczyki;część miasta Sucha Beskidzka;małopolskie
Szklarka;część miasta Szklarska Poręba;dolnośląskie
Szklarka;wieś;dolnośląskie
Szklarka Mielęcka;wieś;wielkopolskie
Szklarka Myślniewska;wieś;wielkopolskie
Szklarka Przygodzicka;wieś;wielkopolskie
Szklarka Radnicka;wieś;lubuskie
Szklarka Śląska;wieś;wielkopolskie
Szklarka Trzcielska;wieś;wielkopolskie
Szklarki;wieś;dolnośląskie
Szklarnia;wieś;dolnośląskie
Szklarnia;wieś;lubelskie
Szklarnia;wieś;lubelskie
Szklarnia;wieś;śląskie
Szklarnia;wieś;warmińsko-mazurskie
Szklarska Poręba;miasto;dolnośląskie
Szklarska Poręba Dolna;część miasta Szklarska Poręba;dolnośląskie
Szklarska Poręba Górna;część miasta Szklarska Poręba;dolnośląskie
Szklarska Poręba Średnia;część miasta Szklarska Poręba;dolnośląskie
Szklarska Poręba-Huta;część miasta Szklarska Poręba;dolnośląskie
Szklary;wieś;dolnośląskie
Szklary;wieś;dolnośląskie
Szklary;wieś;małopolskie
Szklary;wieś;opolskie
Szklary;wieś;podkarpackie
Szklary Dolne;wieś;dolnośląskie
Szklary Górne;wieś;dolnośląskie
Szkleniec;wieś;kujawsko-pomorskie
Szkoci Dół;część miasta Tomaszów Lubelski;lubelskie
Szkocja;wieś;kujawsko-pomorskie
Szkocja;wieś;podlaskie
Szkodna;wieś;podkarpackie
Szkody;wieś;warmińsko-mazurskie
Szkopówka;część miasta Sulejówek;mazowieckie
Szkopy;wieś;mazowieckie
Szkotnik;część miasta Żabno;małopolskie
Szkotowo;wieś;warmińsko-mazurskie
Szkółki;wieś;kujawsko-pomorskie
Szkucin;wieś;świętokrzyskie
Szkuciska;wieś;lubelskie
Szkudaj;wieś;warmińsko-mazurskie
Szkudliki;część miasta Sanok;podkarpackie
Szkudła;wieś;wielkopolskie
Szkudłówka;wieś;wielkopolskie
Szkwa;wieś;mazowieckie
Szla;wieś;mazowieckie
Szlabant;część miasta Rabka-Zdrój;małopolskie
Szlachcin;wieś;wielkopolskie
Szlachecki Koniec;część miasta Tarnobrzeg;podkarpackie
Szlachecki Las;wieś;mazowieckie
Szlachęcin;wieś;wielkopolskie
Szlachta;część miasta Parczew;lubelskie
Szlachta;wieś;pomorskie
Szlachtowa;wieś;małopolskie
Szlagnowo;wieś;pomorskie
Szlasy;wieś;podlaskie
Szlasy Bure;wieś;mazowieckie
Szlasy-Lipno;wieś;podlaskie
Szlasy-Łopienite;wieś;podlaskie
Szlasy-Łozino;wieś;mazowieckie
Szlasy-Mieszki;wieś;podlaskie
Szlasy-Umiemy;wieś;mazowieckie
Szlasy-Złotki;wieś;mazowieckie
Szlembark;wieś;małopolskie
Szlędaki;wieś;mazowieckie
Szlichtyngowa;miasto;lubuskie
Szlinokiemie;wieś;podlaskie
Szłapy;wieś;łódzkie
Szmejówka;część miasta Kęty;małopolskie
Szmelta;część miasta Rumia;pomorskie
Szmezdrowo;wieś;wielkopolskie
Szmulki;część miasta Warszawa;mazowieckie
Szmurły;wieś;podlaskie
Sznury;część miasta Tomaszów Lubelski;lubelskie
Sznurzeński Las;część miasta Tomaszów Lubelski;lubelskie
Sznyfin;wieś;wielkopolskie
Szobiszowice;część miasta Gliwice;śląskie
Szołajdy;wieś;wielkopolskie
Szołdry;wieś;wielkopolskie
Szołtany;wieś;podlaskie
Szombierki;część miasta Bytom;śląskie
Szoniec;wieś;mazowieckie
Szonowice;część miasta Biała;opolskie
Szonowice;wieś;śląskie
Szonowo Szlacheckie;wieś;kujawsko-pomorskie
Szonów;wieś;opolskie
Szopa;wieś;pomorskie
Szopienice;część miasta Katowice;śląskie
Szopinek;wieś;lubelskie
Szopowe;wieś;lubelskie
Szopy;wieś;warmińsko-mazurskie
Szorce;wieś;podlaskie
Szorcówka;wieś;lubelskie
Szosa Lubieńska;część miasta Kowal;kujawsko-pomorskie
Szosa Turecka;wieś;wielkopolskie
Szostaki;wieś;lubelskie
Szostaki;wieś;lubelskie
Szostaki;wieś;podlaskie
Szostakowo;wieś;podlaskie
Szostek;wieś;mazowieckie
Szostka;wieś;kujawsko-pomorskie
Szoszowy;część miasta Żory;śląskie
Szotkowice;część miasta Jastrzębie-Zdrój;śląskie
Szozdy;wieś;lubelskie
Szóstaki;wieś;podlaskie
Szóstaki;wieś;świętokrzyskie
Szóstka;wieś;lubelskie
Szówsko;wieś;podkarpackie
Szpaki;wieś;podlaskie
Szpaki-Kolonia;wieś;mazowieckie
Szpakowo;wieś;podlaskie
Szperówka;część miasta Szczebrzeszyn;lubelskie
Szpetal Dolny;część miasta Włocławek;kujawsko-pomorskie
Szpetal Górny;wieś;kujawsko-pomorskie
Szpęgawa;wieś;pomorskie
Szpęgawsk;wieś;pomorskie
Szpica;wieś;lubelskie
Szpice-Chojnowo;wieś;mazowieckie
Szpiegowo;wieś;kujawsko-pomorskie
Szpikołosy;wieś;lubelskie
Szpinalów;wieś;łódzkie
Szpital;wieś;kujawsko-pomorskie
Szpital;część miasta Pobiedziska;wielkopolskie
Szpitalka;wieś;kujawsko-pomorskie
Szpitary;wieś;małopolskie
Szpon;wieś;pomorskie
Szpondowo;wieś;mazowieckie
Szprotawa;miasto;lubuskie
Szprudowo;wieś;pomorskie
Szramowo;wieś;kujawsko-pomorskie
Szramowo;wieś;pomorskie
Szrapki;wieś;wielkopolskie
Szreniawa;wieś;lubuskie
Szreniawa;wieś;małopolskie
Szreniawa;wieś;świętokrzyskie
Szreniawa;wieś;wielkopolskie
Szreńsk;wieś;mazowieckie
Szronka;wieś;mazowieckie
Szropy;wieś;pomorskie
Szropy-Niziny;wieś;pomorskie
Sztabin;wieś;podlaskie
Sztabinki;wieś;podlaskie
Szteklin;wieś;pomorskie
Sztofrowa Huta;wieś;pomorskie
Sztok;wieś;mazowieckie
Sztombergi;wieś;świętokrzyskie
Sztum;miasto;pomorskie
Sztumska Wieś;wieś;pomorskie
Sztumskie Pole;wieś;pomorskie
Sztutowo;wieś;pomorskie
Sztynwag;wieś;kujawsko-pomorskie
Szubianki;część miasta Jarocin;wielkopolskie
Szubienica;część miasta Baranów Sandomierski;podkarpackie
Szubienice;wieś;łódzkie
Szubin;miasto;kujawsko-pomorskie
Szubina;wieś;łódzkie
Szubin-Wieś;wieś;kujawsko-pomorskie
Szubsk Duży;wieś;łódzkie
Szucie;wieś;kujawsko-pomorskie
Szuć;wieś;warmińsko-mazurskie
Szudziałowo;wieś;podlaskie
Szuflów;część miasta Nowy Targ;małopolskie
Szufnarowa;wieś;podkarpackie
Szukalice;wieś;dolnośląskie
Szulbory;wieś;mazowieckie
Szulborze Wielkie;wieś;mazowieckie
Szulborze-Koty;wieś;mazowieckie
Szulborze-Kozy;wieś;podlaskie
Szulec;wieś;wielkopolskie
Szulmierz;wieś;mazowieckie
Szum;wieś;opolskie
Szumanie;wieś;mazowieckie
Szumanie-Pustoły;wieś;mazowieckie
Szumiąca;wieś;lubuskie
Szumiąca;wieś;zachodniopomorskie
Szumiłowo;wieś;kujawsko-pomorskie
Szumiłowo;część miasta Kostrzyn nad Odrą;lubuskie
Szumiłówka;wieś;podlaskie
Szumin;wieś;mazowieckie
Szuminka;wieś;lubelskie
Szumirad;wieś;opolskie
Szumki;wieś;podlaskie
Szumleś Królewski;wieś;pomorskie
Szumleś Szlachecki;wieś;pomorskie
Szumlin;wieś;mazowieckie
Szumowa Góra;część miasta Biała Podlaska;lubelskie
Szumowo;część miasta Choroszcz;podlaskie
Szumowo;wieś;podlaskie
Szumowo;wieś;podlaskie
Szumów;wieś;lubelskie
Szumsk;wieś;mazowieckie
Szumsko;wieś;świętokrzyskie
Szumsko-Kolonie;wieś;świętokrzyskie
Szur;wieś;lubelskie
Szurkowo;wieś;wielkopolskie
Szurpiły;wieś;podlaskie
Szury;wieś;podlaskie
Szustek;wieś;kujawsko-pomorskie
Szuszalewo;wieś;podlaskie
Szwaby;część miasta Skawina;małopolskie
Szwaby;część miasta Przeworsk;podkarpackie
Szwagrów;wieś;świętokrzyskie
Szwajcaria;część miasta Suwałki;podlaskie
Szwałk;wieś;warmińsko-mazurskie
Szwarcenowo;wieś;warmińsko-mazurskie
Szwarszowice;wieś;świętokrzyskie
Szwaruny;wieś;warmińsko-mazurskie
Szwecja;wieś;zachodniopomorskie
Szwederowo;część miasta Bydgoszcz;kujawsko-pomorskie
Szwedy;wieś;podkarpackie
Szwedy;wieś;świętokrzyskie
Szwejki;wieś;mazowieckie
Szwejki;wieś;mazowieckie
Szwejki Małe;wieś;łódzkie
Szwejki Wielkie;wieś;łódzkie
Szwelice;wieś;mazowieckie
Szwendrowy Most;wieś;mazowieckie
Szyb Marcina;część miasta Świętochłowice;śląskie
Szyba;wieś;lubuskie
Szyba;część miasta Ełk;warmińsko-mazurskie
Szybka;część miasta Radziejów;kujawsko-pomorskie
Szybowice;wieś;opolskie
Szyby;wieś;świętokrzyskie
Szyce;wieś;małopolskie
Szyce;wieś;śląskie
Szychowice;wieś;lubelskie
Szychowo;wieś;kujawsko-pomorskie
Szydlice;wieś;pomorskie
