Nazwa miejscowości ;Rodzaj;Województwo
Bystrzyca Nowa;wieś;lubelskie
Bystrzyca Stara;wieś;lubelskie
Bystrzyca-Kolonia;część miasta Bystrzyca Kłodzka;dolnośląskie
Bystrzyk;część miasta Szczecin;zachodniopomorskie
Bystrzyna;wieś;zachodniopomorskie
Byszew;wieś;łódzkie
Byszew;wieś;łódzkie
Byszewice;wieś;łódzkie
Byszewice;wieś;wielkopolskie
Byszew-Kaczyn;wieś;łódzkie
Byszewo;wieś;kujawsko-pomorskie
Byszewo;wieś;kujawsko-pomorskie
Byszewo;wieś;mazowieckie
Byszewo;wieś;zachodniopomorskie
Byszewo-Wygoda;wieś;mazowieckie
Byszewy;wieś;łódzkie
Byszki;wieś;wielkopolskie
Byszki;część miasta Jastrowie;wielkopolskie
Byszów;wieś;świętokrzyskie
Byszówka;wieś;świętokrzyskie
Byszwałd;wieś;warmińsko-mazurskie
Byszyce;wieś;małopolskie
Byszyno;wieś;zachodniopomorskie
Bytkowice;wieś;kujawsko-pomorskie
Bytkowo;wieś;wielkopolskie
Bytków;wieś;dolnośląskie
Bytków;wieś;opolskie
Bytków;część miasta Siemianowice Śląskie;śląskie
Bytnica;wieś;lubuskie
Bytnik;wieś;dolnośląskie
Bytom;miasto;śląskie
Bytom Odrzański;miasto;lubuskie
Bytomiec;wieś;lubuskie
Bytomsko;wieś;małopolskie
Bytonia;wieś;pomorskie
Bytoń;wieś;kujawsko-pomorskie
Bytowo;wieś;zachodniopomorskie
Bytów;miasto;pomorskie
Bytyń;wieś;lubelskie
Bytyń;wieś;wielkopolskie
Bytyń;część miasta Złocieniec;zachodniopomorskie
Byzie;wieś;kujawsko-pomorskie
Bzdyczka;część miasta Limanowa;małopolskie
Bzianka;wieś;podkarpackie
Bzianka;wieś;podkarpackie
Bzie Dolne;część miasta Jastrzębie-Zdrój;śląskie
Bzie Górne;część miasta Jastrzębie-Zdrój;śląskie
Bzie Zameckie;część miasta Jastrzębie-Zdrój;śląskie
Bzin;część miasta Skarżysko-Kamienna;świętokrzyskie
Bzinek;część miasta Skarżysko-Kamienna;świętokrzyskie
Bziniaki;część miasta Piwniczna-Zdrój;małopolskie
Bzinica Nowa;wieś;opolskie
Bzinica Stara;wieś;opolskie
Bzite;wieś;lubelskie
Bzowiec;wieś;lubelskie
Bzowiec;wieś;warmińsko-mazurskie
Bzowo;wieś;kujawsko-pomorskie
Bzowo;wieś;pomorskie
Bzowo;wieś;wielkopolskie
Bzów;wieś;mazowieckie
Bzów;część miasta Zawiercie;śląskie
Bzówki;wieś;łódzkie
Bzury;wieś;podlaskie
Bzury;wieś;warmińsko-mazurskie
Cacanin;część miasta Frampol;lubelskie
Caców;wieś;świętokrzyskie
Cadów;wieś;łódzkie
Cadówek;wieś;łódzkie
Całowanie;wieś;mazowieckie
Całownia;wieś;mazowieckie
Ceber;wieś;dolnośląskie
Ceber;wieś;świętokrzyskie
Cecele;wieś;podlaskie
Cecenowo;wieś;pomorskie
Cechówka;część miasta Sulejówek;mazowieckie
Cecylówka Głowaczowska;wieś;mazowieckie
Cecylówka-Brzózka;wieś;mazowieckie
Cedro-Mazur;część miasta Kielce;świętokrzyskie
Cedrowice;wieś;łódzkie
Cedrowice-Parcela;wieś;łódzkie
Cedry;wieś;podlaskie
Cedry Małe;wieś;pomorskie
Cedry Wielkie;wieś;pomorskie
Cedynia;miasto;zachodniopomorskie
Cedzyna;wieś;świętokrzyskie
Cegielnia;wieś;kujawsko-pomorskie
Cegielnia;wieś;lubelskie
Cegielnia;wieś;lubelskie
Cegielnia;część miasta Zwierzyniec;lubelskie
Cegielnia;część miasta Łódź;łódzkie
Cegielnia;część miasta Złoczew;łódzkie
Cegielnia;część miasta Proszowice;małopolskie
Cegielnia;wieś;mazowieckie
Cegielnia;część miasta Legionowo;mazowieckie
Cegielnia;wieś;mazowieckie
Cegielnia;wieś;mazowieckie
Cegielnia;część miasta Kościerzyna;pomorskie
Cegielnia;wieś;śląskie
Cegielnia;część miasta Kielce;świętokrzyskie
Cegielnia;część miasta Opatów;świętokrzyskie
Cegielnia;wieś;świętokrzyskie
Cegielnia;część miasta Ostrowiec Świętokrzyski;świętokrzyskie
Cegielnia;część miasta Koprzywnica;świętokrzyskie
Cegielnia;część miasta Sandomierz;świętokrzyskie
Cegielnia;część miasta Lidzbark;warmińsko-mazurskie
Cegielnia;wieś;wielkopolskie
Cegielnia;wieś;wielkopolskie
Cegielnia;wieś;wielkopolskie
Cegielnia;wieś;wielkopolskie
Cegielnia Lewicka;wieś;mazowieckie
Cegielnia Psucka;wieś;mazowieckie
Cegielnia Ratowska;wieś;mazowieckie
Cegielnia-Chylice;część miasta Konstancin-Jeziorna;mazowieckie
Cegielnia-Kosewo;wieś;mazowieckie
Cegielnia-Lisica;część miasta Gostynin;mazowieckie
Cegielnia-Murcki;część miasta Katowice;śląskie
Cegielniana;część miasta Kraków;małopolskie
Cegielniana;część miasta Dąbrowa Górnicza;śląskie
Cegielnia-Obory;część miasta Konstancin-Jeziorna;mazowieckie
Cegielnia-Rudki;wieś;wielkopolskie
Cegielnie;część miasta Kraśnik;lubelskie
Cegielnik;wieś;kujawsko-pomorskie
Cegielsko;wieś;wielkopolskie
Cegłów;wieś;mazowieckie
Cegłów;wieś;mazowieckie
Cegły;wieś;wielkopolskie
Cekanowo;wieś;mazowieckie
Cekanowo;wieś;mazowieckie
Cekanów;wieś;łódzkie
Cekanów;wieś;łódzkie
Cekcyn;wieś;kujawsko-pomorskie
Cekcynek;wieś;kujawsko-pomorskie
Ceków;wieś;wielkopolskie
Ceków-Kolonia;wieś;wielkopolskie
Celejów;wieś;lubelskie
Celejów;wieś;mazowieckie
Celestynów;wieś;łódzkie
Celestynów;wieś;łódzkie
Celestynów;wieś;mazowieckie
Celestynów;wieś;mazowieckie
Celestynów;wieś;wielkopolskie
Celestyny;wieś;wielkopolskie
Celigów;wieś;łódzkie
Celin;wieś;lubelskie
Celinowo;wieś;mazowieckie
Celinowo;wieś;wielkopolskie
Celinów;wieś;łódzkie
Celinów;wieś;łódzkie
Celinów;wieś;mazowieckie
Celinów;wieś;mazowieckie
Celinów;wieś;mazowieckie
Celinówek;część miasta Marki;mazowieckie
Celiny;wieś;lubelskie
Celiny;wieś;małopolskie
Celiny;wieś;śląskie
Celiny;wieś;śląskie
Celiny;wieś;świętokrzyskie
Celiny;wieś;świętokrzyskie
Celiny;wieś;świętokrzyskie
Celiny;wieś;świętokrzyskie
Celiny Przesławickie;wieś;małopolskie
Celiny Szlacheckie;wieś;lubelskie
Celiny Włościańskie;wieś;lubelskie
Celuloza;część miasta Włocławek;kujawsko-pomorskie
Cełujki;wieś;lubelskie
Cementownia;część miasta Rejowiec Fabryczny;lubelskie
Cementownia;część miasta Wejherowo;pomorskie
Cempkowo;wieś;mazowieckie
Cendrowice;wieś;mazowieckie
Ceniawy;wieś;łódzkie
Centawa;wieś;opolskie
Centrala;część miasta Wieliczka;małopolskie
Centralna Kolonia;część miasta Pionki;mazowieckie
Centrum;część miasta Skoczów;śląskie
Cepno;wieś;kujawsko-pomorskie
Ceradz Dolny;wieś;wielkopolskie
Ceradz Kościelny;wieś;wielkopolskie
Ceranów;wieś;mazowieckie
Cerchlisko;część miasta Szczyrk;śląskie
Cerekiew;wieś;małopolskie
Cerekiew;wieś;mazowieckie
Cerekwica;wieś;dolnośląskie
Cerekwica;wieś;kujawsko-pomorskie
Cerekwica;wieś;wielkopolskie
Cerekwica Nowa;wieś;wielkopolskie
Cerekwica Stara;wieś;wielkopolskie
Cergowa;wieś;podkarpackie
Cergowska;część miasta Dukla;podkarpackie
Cerkawizna;wieś;łódzkie
Cerkiewnik;wieś;warmińsko-mazurskie
Cerkwica;wieś;zachodniopomorskie
Cerle;wieś;świętokrzyskie
Cesarka;wieś;łódzkie
Cesarzowice;wieś;dolnośląskie
Cesarzowice;wieś;dolnośląskie
Cesinów-Las;wieś;mazowieckie
Ceteń;wieś;mazowieckie
Cetki;wieś;kujawsko-pomorskie
Cetlin;wieś;mazowieckie
Cetniewo;część miasta Władysławowo;pomorskie
Cetty;wieś;kujawsko-pomorskie
Cetula;wieś;podkarpackie
Cetuń;wieś;zachodniopomorskie
Cetyń;wieś;pomorskie
Cewice;wieś;pomorskie
Cewków;wieś;podkarpackie
Cewlino;wieś;zachodniopomorskie
Cezarów;wieś;mazowieckie
Cezarówka Dolna;część miasta Jaworzno;śląskie
Cezarówka Górna;część miasta Jaworzno;śląskie
Cezaryn;wieś;lubelskie
Chaberkowo;wieś;warmińsko-mazurskie
Chabie;część miasta Sieradz;łódzkie
Chabielice;wieś;łódzkie
Chabierów;wieś;łódzkie
Chabka;część miasta Rzeszów;podkarpackie
Chabowo;wieś;zachodniopomorskie
Chabowo-Świniary;wieś;mazowieckie
Chabówka;wieś;małopolskie
Chabówko;wieś;zachodniopomorskie
Chabsko;wieś;kujawsko-pomorskie
Chachalnia;wieś;wielkopolskie
Chachuły;część miasta Łódź;łódzkie
Chaciaki;część miasta Żywiec;śląskie
Chajczyny;wieś;łódzkie
Chajew;wieś;łódzkie
Chajęty;wieś;mazowieckie
Chalin;wieś;kujawsko-pomorskie
Chalin;wieś;wielkopolskie
Chalno;wieś;kujawsko-pomorskie
Chalno-Parcele;wieś;kujawsko-pomorskie
Chaławy;wieś;wielkopolskie
Chałupianka;część miasta Wisła;śląskie
Chałupina;część miasta Rabka-Zdrój;małopolskie
Chałupki;wieś;dolnośląskie
Chałupki;część miasta Przedbórz;łódzkie
Chałupki;wieś;łódzkie
Chałupki;część miasta Kraków;małopolskie
Chałupki;część miasta Leżajsk;podkarpackie
Chałupki;wieś;podkarpackie
Chałupki;część miasta Sieniawa;podkarpackie
Chałupki;wieś;śląskie
Chałupki;wieś;śląskie
Chałupki;wieś;świętokrzyskie
Chałupki;wieś;świętokrzyskie
Chałupki;część miasta Działoszyce;świętokrzyskie
Chałupki Biskupickie;część miasta Żabno;małopolskie
Chałupki Chotynieckie;wieś;podkarpackie
Chałupki Dębniańskie;wieś;podkarpackie
Chałupki Łaziskie;wieś;mazowieckie
Chałupki Żabieńskie;część miasta Żabno;małopolskie
Chałupska;wieś;kujawsko-pomorskie
Chałupy;wieś;łódzkie
Chałupy;wieś;pomorskie
Chamsk;wieś;mazowieckie
Chanie-Chursy;wieś;podlaskie
Chańcza;wieś;świętokrzyskie
Chańki;wieś;podlaskie
Charbice Dolne;wieś;łódzkie
Charbice Górne;wieś;łódzkie
Charbielin;wieś;opolskie
Charbielin;wieś;wielkopolskie
Charbinowice;wieś;świętokrzyskie
Charbowo;wieś;wielkopolskie
Charbrowo;wieś;pomorskie
Charchów Księży;wieś;łódzkie
Charchów Pański;wieś;łódzkie
Charciabałda;wieś;mazowieckie
Charcice;wieś;wielkopolskie
Charlejów;wieś;lubelskie
Charlęż;wieś;lubelskie
Charłub;wieś;wielkopolskie
Charłupia Mała;wieś;łódzkie
Charłupia Wielka;wieś;łódzkie
Charnowo;wieś;pomorskie
Charnowo;wieś;zachodniopomorskie
Charszewo;wieś;kujawsko-pomorskie
Charsznica;wieś;małopolskie
Chartowa;część miasta Kozienice;mazowieckie
Chartowo;część miasta Poznań;wielkopolskie
Chartów;wieś;lubuskie
Charubin;wieś;podlaskie
Charubiny;wieś;podlaskie
Charytany;wieś;podkarpackie
Charz Drugi;część miasta Nałęczów;lubelskie
Charz Pierwszy;część miasta Nałęczów;lubelskie
Charzew;część miasta Łódź;łódzkie
Charzewice;wieś;małopolskie
Charzewice;część miasta Stalowa Wola;podkarpackie
Charzewo;wieś;wielkopolskie
Charzowice;wieś;świętokrzyskie
Charzykowy;wieś;pomorskie
Charzyno;wieś;zachodniopomorskie
Charzyny;wieś;mazowieckie
Chatalonki;część miasta Wisła;śląskie
Chawłodno;wieś;wielkopolskie
Chądzyny-Krusze;wieś;mazowieckie
Chądzyny-Kuski;wieś;mazowieckie
Chądzyń;wieś;mazowieckie
Chąśno;wieś;łódzkie
Chąśno Drugie;wieś;łódzkie
Chebdzie;wieś;świętokrzyskie
Chebzie;część miasta Ruda Śląska;śląskie
Chechło;wieś;małopolskie
Chechło;wieś;śląskie
Chechło Drugie;wieś;łódzkie
Chechło Pierwsze;wieś;łódzkie
Chechłowo;wieś;podlaskie
Chechły;wieś;mazowieckie
Chechły;część miasta Ropczyce;podkarpackie
Chechnówka;wieś;mazowieckie
Chełchy;wieś;mazowieckie
Chełchy;wieś;podlaskie
Chełchy;wieś;warmińsko-mazurskie
Chełchy;wieś;warmińsko-mazurskie
Chełchy Iłowe;wieś;mazowieckie
Chełchy Kmiece;wieś;mazowieckie
Chełchy-Chabdzyno;wieś;mazowieckie
Chełchy-Jakusy;wieś;mazowieckie
Chełchy-Klimki;wieś;mazowieckie
Chełkowo;wieś;wielkopolskie
Chełm;wieś;dolnośląskie
Chełm;wieś;dolnośląskie
Chełm;miasto;lubelskie
Chełm;wieś;małopolskie
Chełm;część miasta Kraków;małopolskie
Chełm;część miasta Myślenice;małopolskie
Chełm;wieś;małopolskie
Chełm;część miasta Gdańsk;pomorskie
Chełm Dolny;wieś;zachodniopomorskie
Chełm Drezdenecki;część miasta Drezdenko;lubuskie
Chełm Górny;wieś;zachodniopomorskie
Chełm Śląski;wieś;śląskie
Chełm Żarski;wieś;lubuskie
Chełmce;wieś;kujawsko-pomorskie
Chełmce;wieś;łódzkie
Chełmce;wieś;świętokrzyskie
Chełmce;wieś;wielkopolskie
Chełmek;wieś;lubuskie
Chełmek;miasto;małopolskie
Chełmek;wieś;pomorskie
Chełmek Wołowski;wieś;dolnośląskie
Chełmica;wieś;lubuskie
Chełmica Duża;wieś;kujawsko-pomorskie
Chełmica Mała;wieś;kujawsko-pomorskie
Chełmiczki;wieś;kujawsko-pomorskie
Chełmiec;wieś;dolnośląskie
Chełmiec;część miasta Boguszów-Gorce;dolnośląskie
Chełmiec;wieś;lubelskie
Chełmiec;wieś;małopolskie
Chełmiec;część miasta Nowy Sącz;małopolskie
Chełminko;wieś;wielkopolskie
Chełmińskie;część miasta Chełmża;kujawsko-pomorskie
Chełmińskie Przedmieście;część miasta Grudziądz;kujawsko-pomorskie
Chełmińskie Przedmieście;część miasta Toruń;kujawsko-pomorskie
Chełmki;część miasta Koszalin;zachodniopomorskie
Chełmno;miasto;kujawsko-pomorskie
Chełmno;wieś;wielkopolskie
Chełmno;wieś;wielkopolskie
Chełmno-Parcele;wieś;wielkopolskie
Chełmo;wieś;łódzkie
Chełmonie;wieś;kujawsko-pomorskie
Chełmoniec;wieś;kujawsko-pomorskie
Chełmoniewo;część miasta Koszalin;zachodniopomorskie
Chełmska Starówka;część miasta Chełm;lubelskie
Chełmsko;wieś;lubuskie
Chełmsko Śląskie;wieś;dolnośląskie
Chełmy;część miasta Zgierz;łódzkie
Chełmża;miasto;kujawsko-pomorskie
Chełmżyca;wieś;warmińsko-mazurskie
Chełpa;wieś;zachodniopomorskie
Chełpowo;część miasta Płock;mazowieckie
Chełst;wieś;mazowieckie
Chełst;wieś;wielkopolskie
Chełstowo;wieś;mazowieckie
Chełstów;wieś;dolnośląskie
Chełstówek;wieś;dolnośląskie
Chełsty;wieś;łódzkie
Chełsty;wieś;mazowieckie
Chemiczna;część miasta Pionki;mazowieckie
Chęciny;wieś;lubuskie
Chęciny;część miasta Mszana Dolna;małopolskie
Chęciny;wieś;mazowieckie
Chęciny;miasto;świętokrzyskie
Chichy;wieś;lubuskie
Chilmony;wieś;podlaskie
Chinków;wieś;świętokrzyskie
Chinów;wieś;mazowieckie
Chlastawa;wieś;lubuskie
Chlebczyn;wieś;mazowieckie
Chlebice;wieś;lubuskie
Chlebiotki;wieś;mazowieckie
Chlebna;wieś;podkarpackie
Chlebnia;wieś;mazowieckie
Chlebno;wieś;wielkopolskie
Chlebowice;wieś;łódzkie
Chlebowo;wieś;kujawsko-pomorskie
Chlebowo;wieś;kujawsko-pomorskie
Chlebowo;wieś;lubuskie
Chlebowo;wieś;mazowieckie
Chlebowo;wieś;wielkopolskie
Chlebowo;wieś;wielkopolskie
Chlebowo;wieś;wielkopolskie
Chlebowo;wieś;zachodniopomorskie
Chlebowo;wieś;zachodniopomorskie
Chlebowo;wieś;zachodniopomorskie
Chlebów;wieś;lubuskie
Chlebów;wieś;łódzkie
Chlebów;wieś;wielkopolskie
Chlebówka;wieś;pomorskie
Chlebówko;wieś;zachodniopomorskie
Chlewice;wieś;świętokrzyskie
Chlewice;wieś;zachodniopomorskie
Chlewisk Dolny;wieś;podlaskie
Chlewisk Górny;wieś;podlaskie
Chlewiska;wieś;kujawsko-pomorskie
Chlewiska;wieś;lubelskie
Chlewiska;wieś;mazowieckie
Chlewiska;wieś;mazowieckie
Chlewiska;wieś;podkarpackie
Chlewiska;wieś;wielkopolskie
Chlewnica;wieś;pomorskie
Chlewo;wieś;łódzkie
Chlewo;wieś;wielkopolskie
Chlewska Wola;wieś;świętokrzyskie
Chlina;wieś;śląskie
Chludnie;wieś;podlaskie
Chludowo;wieś;wielkopolskie
Chłabówka;część miasta Zakopane;małopolskie
Chłaniów;wieś;lubelskie
Chłapowo;wieś;pomorskie
Chłapowo;wieś;wielkopolskie
Chłądowo;wieś;wielkopolskie
Chłodne Włóki;wieś;podlaskie
Chłopia Łąka;wieś;mazowieckie
Chłopiatyn;wieś;lubelskie
Chłopice;wieś;podkarpackie
Chłopiny;wieś;lubuskie
Chłopków;wieś;lubelskie
Chłopków;wieś;mazowieckie
Chłopków-Kolonia;wieś;mazowieckie
Chłopowo;wieś;zachodniopomorskie
Chłopska Wola;wieś;podkarpackie
Chłopy;wieś;zachodniopomorskie
Chmiel;wieś;podkarpackie
Chmiel Drugi;wieś;lubelskie
Chmiel Pierwszy;wieś;lubelskie
Chmielarze;wieś;śląskie
Chmielek;wieś;lubelskie
Chmieleniec;wieś;pomorskie
Chmieleń;wieś;dolnośląskie
Chmieleń Wielki;wieś;mazowieckie
Chmiele-Pogorzele;wieś;podlaskie
Chmielew;wieś;mazowieckie
Chmielew;wieś;mazowieckie
Chmielew;wieś;mazowieckie
Chmielew;wieś;mazowieckie
Chmielewko;wieś;mazowieckie
Chmielewo;wieś;mazowieckie
Chmielewo;wieś;mazowieckie
Chmielewo;wieś;mazowieckie
Chmielewo;wieś;mazowieckie
Chmielewo;wieś;mazowieckie
Chmielewo;wieś;podlaskie
Chmielewo;wieś;podlaskie
Chmielewo;wieś;warmińsko-mazurskie
Chmielewo Wielkie;wieś;mazowieckie
Chmielinko;wieś;wielkopolskie
Chmiel-Kolonia;wieś;lubelskie
Chmielnik;wieś;lubelskie
Chmielnik;część miasta Szczebrzeszyn;lubelskie
Chmielnik;część miasta Limanowa;małopolskie
Chmielnik;wieś;mazowieckie
Chmielnik;wieś;podkarpackie
Chmielnik;miasto;świętokrzyskie
Chmielnik;część miasta Kalisz;wielkopolskie
Chmielnik;wieś;wielkopolskie
Chmielniki;wieś;kujawsko-pomorskie
Chmielniki;wieś;podlaskie
Chmielnik-Kolonia;wieś;lubelskie
Chmielno;wieś;dolnośląskie
Chmielno;wieś;pomorskie
Chmielno;wieś;zachodniopomorskie
Chmielonek;wieś;mazowieckie
Chmielowice;wieś;opolskie
Chmielowice;wieś;świętokrzyskie
Chmielowiec;wieś;łódzkie
Chmielowskie;część miasta Siewierz;śląskie
Chmielowszczyzna;wieś;podlaskie
Chmielów;wieś;dolnośląskie
Chmielów;wieś;lubelskie
Chmielów;wieś;podkarpackie
Chmielów;wieś;świętokrzyskie
Chmielów;wieś;świętokrzyskie
Chmielówka;wieś;podlaskie
Chmielówka;wieś;warmińsko-mazurskie
Chobanin;wieś;łódzkie
Chobędza;wieś;małopolskie
Chobie;wieś;opolskie
Chobielin;wieś;kujawsko-pomorskie
Chobienia;wieś;dolnośląskie
Chobienice;wieś;wielkopolskie
Chobot;wieś;małopolskie
Chobot;wieś;mazowieckie
Chobotki;wieś;podlaskie
Chobrzany;wieś;świętokrzyskie
Choceń;wieś;kujawsko-pomorskie
Chochłów;wieś;lubelskie
Chochołki;część miasta Goleniów;zachodniopomorskie
Chochołów;wieś;łódzkie
Chochołów;wieś;małopolskie
Chochorowice;wieś;małopolskie
Chochół;wieś;mazowieckie
Chochół;wieś;warmińsko-mazurskie
Chocianowice;część miasta Łódź;łódzkie
Chocianowice;wieś;opolskie
Chocianowiec;wieś;dolnośląskie
Chocianów;miasto;dolnośląskie
Chocicz;wieś;lubuskie
Chocicza;wieś;wielkopolskie
Chocicza;wieś;wielkopolskie
Chocicza Mała;wieś;wielkopolskie
Chocicza Wielka;wieś;wielkopolskie
Chociczka;wieś;wielkopolskie
Chocieborowice;wieś;dolnośląskie
Chociebórz;wieś;opolskie
Chociejów;wieś;lubuskie
Chocielewko;wieś;pomorskie
Chociemyśl;wieś;dolnośląskie
Chocieszów;wieś;dolnośląskie
Chocim;wieś;wielkopolskie
Chocimek;wieś;lubuskie
Chocimino;wieś;zachodniopomorskie
Chocimów;wieś;świętokrzyskie
Chociński Młyn;wieś;pomorskie
Chociszew;wieś;łódzkie
Chociszew;wieś;łódzkie
Chociszew;wieś;łódzkie
Chociszewo;wieś;kujawsko-pomorskie
Chociszewo;wieś;lubuskie
Chociszewo;wieś;mazowieckie
Chociszewo;wieś;wielkopolskie
Chociule;wieś;lubuskie
Chociw;wieś;łódzkie
Chociw;wieś;łódzkie
Chociwek;wieś;łódzkie
Chociwel;miasto;zachodniopomorskie
Chociwel-Wieś;wieś;zachodniopomorskie
Chociwle;wieś;zachodniopomorskie
Chocz;miasto;wielkopolskie
Choczeń;wieś;mazowieckie
Choczewo;wieś;pomorskie
Chocznia;wieś;małopolskie
Choćkowskie;część miasta Zakopane;małopolskie
Choćmirowo;wieś;pomorskie
Choćmirówko;wieś;pomorskie
Chodaczów;wieś;podkarpackie
Chodaki;wieś;łódzkie
Chodaków;część miasta Sochaczew;mazowieckie
Chodakówek;wieś;mazowieckie
Chodakówka;wieś;podkarpackie
Chodecz;miasto;kujawsko-pomorskie
Chodeczek;wieś;kujawsko-pomorskie
Chodel;wieś;lubelskie
Chodenice;część miasta Bochnia;małopolskie
Chodkowo;wieś;mazowieckie
Chodkowo Wielkie;wieś;mazowieckie
Chodkowo-Biernaty;wieś;mazowieckie
Chodkowo-Działki;wieś;mazowieckie
Chodkowo-Kuchny;wieś;mazowieckie
Chodkowo-Załogi;wieś;mazowieckie
Chodków;wieś;mazowieckie
Chodków Nowy;wieś;świętokrzyskie
Chodków Stary;wieś;świętokrzyskie
Chodlewko;wieś;dolnośląskie
Chodlewo;wieś;dolnośląskie
Chodlik;wieś;lubelskie
Chodnów;wieś;łódzkie
Chodorążek;wieś;kujawsko-pomorskie
Chodorowa;wieś;małopolskie
Chodorówka Nowa;wieś;podlaskie
Chodorówka Stara;wieś;podlaskie
Chodory;wieś;podlaskie
Chodów;wieś;łódzkie
Chodów;wieś;małopolskie
Chodów;wieś;mazowieckie
Chodubka;wieś;mazowieckie
Chodybki;wieś;wielkopolskie
Chodywańce;wieś;lubelskie
Chodzież;miasto;wielkopolskie
Chodźki;wieś;podlaskie
Choinek;wieś;mazowieckie
Choinki;część miasta Lublin;lubelskie
Choinki;część miasta Busko-Zdrój;świętokrzyskie
Choiny;część miasta Lublin;lubelskie
Choiny;wieś;lubelskie
Choiny;wieś;mazowieckie
Choiny;wieś;mazowieckie
Choiny;wieś;mazowieckie
Choiny;wieś;mazowieckie
Choiny;wieś;świętokrzyskie
Choja;wieś;mazowieckie
Chojane-Bąki;wieś;podlaskie
Chojane-Gorczany;wieś;podlaskie
Chojane-Pawłowięta;wieś;podlaskie
Chojane-Piecki;wieś;podlaskie
Chojane-Sierocięta;wieś;podlaskie
Chojane-Stankowięta;wieś;podlaskie
Chojeczno-Cesarze;wieś;mazowieckie
Chojeczno-Sybilaki;wieś;mazowieckie
Chojeniec;wieś;lubelskie
Chojeniec-Kolonia;wieś;lubelskie
Chojewo;wieś;podlaskie
Chojęcin;wieś;wielkopolskie
Chojęcin-Szum;wieś;wielkopolskie
Chojna;wieś;lubuskie
Chojna;wieś;wielkopolskie
Chojna;miasto;zachodniopomorskie
Chojnata;wieś;łódzkie
Chojnatka;wieś;łódzkie
Chojne;wieś;łódzkie
Chojnice;miasto;pomorskie
Chojniczki;wieś;pomorskie
Chojnik;wieś;małopolskie
Chojnik;wieś;warmińsko-mazurskie
Chojnik;wieś;wielkopolskie
Chojniki;wieś;mazowieckie
Chojniki;wieś;wielkopolskie
Chojno;wieś;kujawsko-pomorskie
Chojno;wieś;kujawsko-pomorskie
Chojno;wieś;wielkopolskie
Chojno;wieś;wielkopolskie
Chojno Nowe Drugie;wieś;lubelskie
Chojno Nowe Pierwsze;wieś;lubelskie
Chojno-Błota Małe;wieś;wielkopolskie
Chojno-Błota Wielkie;wieś;wielkopolskie
Chojno-Młyn;wieś;wielkopolskie
Chojno-Wieś;wieś;wielkopolskie
Chojnowo;wieś;lubuskie
Chojnowo;wieś;mazowieckie
Chojnowo;wieś;mazowieckie
Chojnowo;wieś;mazowieckie
Chojnowo;wieś;podlaskie
Chojnowo;wieś;podlaskie
Chojnowo;wieś;warmińsko-mazurskie
Chojnów;miasto;dolnośląskie
Chojnów;wieś;mazowieckie
Chojnówek;wieś;podlaskie
Chojny;wieś;kujawsko-pomorskie
Chojny;część miasta Łódź;łódzkie
Chojny;wieś;łódzkie
Chojny;wieś;wielkopolskie
Chojny Młode;wieś;podlaskie
Chojny-Naruszczki;wieś;podlaskie
Cholerzyn;wieś;małopolskie
Cholewiana Góra;wieś;podkarpackie
Cholewianka;część miasta Kazimierz Dolny;lubelskie
Cholewówka;część miasta Rabka-Zdrój;małopolskie
Cholewy;wieś;mazowieckie
Cholewy;wieś;mazowieckie
Cholewy-Kołomyja;wieś;podlaskie
Chołowice;wieś;podkarpackie
Chomentowo;wieś;podlaskie
Chomentów;wieś;świętokrzyskie
Chomentówek;wieś;świętokrzyskie
Chomentów-Puszcz;wieś;mazowieckie
Chomentów-Socha;wieś;mazowieckie
Chomentów-Szczygieł;wieś;mazowieckie
Chomęc;wieś;mazowieckie
Chomęcice;wieś;wielkopolskie
Chomęciska Duże;wieś;lubelskie
Chomęciska Małe;wieś;lubelskie
Chomętowo;wieś;kujawsko-pomorskie
Chomętowo;wieś;lubuskie
Chomętowo;wieś;mazowieckie
Chomętowo;wieś;zachodniopomorskie
Chomętowo;wieś;zachodniopomorskie
Chomiąża;wieś;dolnośląskie
Chomiąża;wieś;opolskie
Chomiąża Księża;wieś;kujawsko-pomorskie
Chomiąża Szlachecka;wieś;kujawsko-pomorskie
Chomice;wieś;podlaskie
Chomiczówka;część miasta Warszawa;mazowieckie
Chomino;wieś;zachodniopomorskie
Chomizna;wieś;podlaskie
Chomontowce;wieś;podlaskie
Chomontowo;wieś;podlaskie
Chomranice;wieś;małopolskie
Chorągwica;wieś;małopolskie
Chorągwice;wieś;dolnośląskie
Chorążanka;wieś;lubelskie
Chorążec;wieś;małopolskie
Chorążówka;wieś;pomorskie
Chorążyce;wieś;małopolskie
Chorążycha;wieś;podlaskie
Chorchosy;wieś;mazowieckie
Chorki;wieś;łódzkie
Chorkówka;wieś;podkarpackie
Chorobel;wieś;łódzkie
Choromany;wieś;mazowieckie
Choromany-Witnice;wieś;mazowieckie
Choroń;wieś;śląskie
Choroszcz;miasto;podlaskie
Choroszczewo;wieś;podlaskie
Choroszczynka;wieś;lubelskie
Chorowice;wieś;małopolskie
Chorula;wieś;opolskie
Chorupnik;wieś;lubelskie
Chorużowce;wieś;podlaskie
Choryń;wieś;wielkopolskie
Choryńskowice;część miasta Sośnicowice;śląskie
Chorzele;miasto;mazowieckie
Chorzele;wieś;podlaskie
Chorzelin;część miasta Lewin Brzeski;opolskie
